timestamp,src_ip,dst_ip,src_port,dst_port,txid,input_addresses,input_amounts,output_addresses,output_amounts,geo_country,asn,fee_sats,vsize,script_types,block_height,msg_type,observer_id
2026-03-01T09:04:00.001500+00:00,203.0.113.21,198.51.100.12,41231,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,US,64497,8000,208,p2wpkh|p2wpkh,,tx,obs-3
2026-03-01T09:04:00.002600+00:00,203.0.113.22,198.51.100.13,41232,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,US,64497,8000,208,p2wpkh|p2wpkh,,inv,obs-4
2026-03-01T09:04:00.003900+00:00,203.0.113.31,198.51.100.10,41241,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,DE,64498,8000,208,p2wpkh|p2wpkh,,inv,obs-1
2026-03-01T09:04:00.005200+00:00,203.0.113.32,198.51.100.11,41242,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,DE,64498,8000,208,p2wpkh|p2wpkh,,inv,obs-2
2026-03-01T09:04:00.006800+00:00,203.0.113.41,198.51.100.12,41251,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,SG,64499,8000,208,p2wpkh|p2wpkh,,tx,obs-3
2026-03-01T09:04:00.008300+00:00,203.0.113.42,198.51.100.13,41252,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,SG,64499,8000,208,p2wpkh|p2wpkh,,inv,obs-4
2026-03-01T09:04:00.010100+00:00,203.0.113.51,198.51.100.10,41261,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,NL,64500,8000,208,p2wpkh|p2wpkh,,inv,obs-1
2026-03-01T09:04:00.012400+00:00,203.0.113.52,198.51.100.11,41262,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,NL,64500,8000,208,p2wpkh|p2wpkh,,inv,obs-2
2026-03-01T09:04:00.014900+00:00,203.0.113.61,198.51.100.12,41271,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,IN,64501,8000,208,p2wpkh|p2wpkh,,tx,obs-3
2026-03-01T09:04:00.017700+00:00,203.0.113.62,198.51.100.13,41272,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,IN,64501,8000,208,p2wpkh|p2wpkh,,inv,obs-4
2026-03-01T09:04:00.020800+00:00,203.0.113.71,198.51.100.10,41281,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,US,64502,8000,208,p2wpkh|p2wpkh,,inv,obs-1
2026-03-01T09:04:00.024200+00:00,203.0.113.72,198.51.100.11,41282,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,US,64502,8000,208,p2wpkh|p2wpkh,,inv,obs-2
2026-03-01T09:04:00.028000+00:00,192.0.2.11,198.51.100.12,41301,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,SG,64503,8000,208,p2wpkh|p2wpkh,,tx,obs-3
2026-03-01T09:04:00.032100+00:00,192.0.2.12,198.51.100.13,41302,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,SG,64503,8000,208,p2wpkh|p2wpkh,,inv,obs-4
2026-03-01T09:04:00.036500+00:00,192.0.2.13,198.51.100.10,41303,8333,f1a7000600000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserc,8000000|4000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqmerchb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangeb,9500000|2492000,SG,64503,8000,208,p2wpkh|p2wpkh,,inv,obs-1
2026-03-01T09:06:00.000000+00:00,203.0.113.21,198.51.100.10,41231,8333,f1a7000700000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserd,2500000,1fixture02222222222222222222merchc|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangec,1100000|1396000,US,64497,4000,141,p2pkh|p2wpkh,880005,inv,obs-1
2026-03-01T09:06:00.001300+00:00,203.0.113.22,198.51.100.11,41232,8333,f1a7000700000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserd,2500000,1fixture02222222222222222222merchc|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangec,1100000|1396000,US,64497,4000,141,p2pkh|p2wpkh,880005,inv,obs-2
2026-03-01T09:06:00.004400+00:00,203.0.113.31,198.51.100.12,41241,8333,f1a7000700000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserd,2500000,1fixture02222222222222222222merchc|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangec,1100000|1396000,DE,64498,4000,141,p2pkh|p2wpkh,880005,tx,obs-3
2026-03-01T09:06:00.004400+00:00,203.0.113.51,198.51.100.13,41261,8333,f1a7000700000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserd,2500000,1fixture02222222222222222222merchc|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangec,1100000|1396000,NL,64500,4000,141,p2pkh|p2wpkh,880005,inv,obs-4
2026-03-01T09:06:00.011200+00:00,203.0.113.61,198.51.100.10,41271,8333,f1a7000700000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserd,2500000,1fixture02222222222222222222merchc|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangec,1100000|1396000,IN,64501,4000,141,p2pkh|p2wpkh,880005,inv,obs-1
2026-03-01T09:06:00.026000+00:00,192.0.2.14,198.51.100.11,41304,8333,f1a7000700000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqquserd,2500000,1fixture02222222222222222222merchc|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangec,1100000|1396000,SG,64503,4000,141,p2pkh|p2wpkh,880005,inv,obs-2
2026-03-01T09:07:00.000000+00:00,203.0.113.66,198.51.100.10,9001,8333,f1a7000800000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqdarka,15000000,bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdarkb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqdarkchg,6000000|8988000,NL,64500,12000,141,p2tr|p2wpkh,,inv,obs-1
2026-03-01T09:07:00.002100+00:00,203.0.113.12,198.51.100.11,41222,8333,f1a7000800000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqdarka,15000000,bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdarkb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqdarkchg,6000000|8988000,IN,64496,12000,141,p2tr|p2wpkh,,inv,obs-2
2026-03-01T09:07:00.005600+00:00,203.0.113.32,198.51.100.12,41242,8333,f1a7000800000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqdarka,15000000,bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdarkb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqdarkchg,6000000|8988000,DE,64498,12000,141,p2tr|p2wpkh,,tx,obs-3
2026-03-01T09:07:00.011800+00:00,203.0.113.52,198.51.100.13,41262,8333,f1a7000800000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqdarka,15000000,bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdarkb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqdarkchg,6000000|8988000,NL,64500,12000,141,p2tr|p2wpkh,,inv,obs-4
2026-03-01T09:07:00.019400+00:00,203.0.113.71,198.51.100.10,41281,8333,f1a7000800000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqdarka,15000000,bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdarkb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqdarkchg,6000000|8988000,US,64502,12000,141,p2tr|p2wpkh,,inv,obs-1
2026-03-01T09:07:00.030000+00:00,192.0.2.15,198.51.100.11,41305,8333,f1a7000800000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqdarka,15000000,bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqdarkb|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqdarkchg,6000000|8988000,SG,64503,12000,141,p2tr|p2wpkh,,inv,obs-2
2026-03-01T09:08:00.000000+00:00,203.0.113.90,198.51.100.10,41000,8333,f1a7000900000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmulea,1800000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchanged,1500000|296000,IN,64501,4000,141,p2sh|p2wpkh,880007,inv,obs-1
2026-03-01T09:08:00.001900+00:00,203.0.113.11,198.51.100.11,41221,8333,f1a7000900000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmulea,1800000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchanged,1500000|296000,IN,64496,4000,141,p2sh|p2wpkh,880007,inv,obs-2
2026-03-01T09:08:00.005100+00:00,203.0.113.31,198.51.100.12,41241,8333,f1a7000900000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmulea,1800000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchanged,1500000|296000,DE,64498,4000,141,p2sh|p2wpkh,880007,tx,obs-3
2026-03-01T09:08:00.010700+00:00,203.0.113.51,198.51.100.13,41261,8333,f1a7000900000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmulea,1800000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchanged,1500000|296000,NL,64500,4000,141,p2sh|p2wpkh,880007,inv,obs-4
2026-03-01T09:08:00.018800+00:00,203.0.113.62,198.51.100.10,41272,8333,f1a7000900000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmulea,1800000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchanged,1500000|296000,IN,64501,4000,141,p2sh|p2wpkh,880007,inv,obs-1
2026-03-01T09:08:00.029500+00:00,192.0.2.16,198.51.100.11,41306,8333,f1a7000900000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmulea,1800000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchanged,1500000|296000,SG,64503,4000,141,p2sh|p2wpkh,880007,inv,obs-2
2026-03-01T09:09:00.000000+00:00,203.0.113.90,198.51.100.10,41001,8333,f1a7001000000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmuleb,1900000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangee,1500000|396000,IN,64501,4000,141,p2sh|p2wpkh,880007,inv,obs-1
2026-03-01T09:09:00.001700+00:00,203.0.113.12,198.51.100.11,41222,8333,f1a7001000000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmuleb,1900000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangee,1500000|396000,IN,64496,4000,141,p2sh|p2wpkh,880007,inv,obs-2
2026-03-01T09:09:00.004900+00:00,203.0.113.32,198.51.100.12,41242,8333,f1a7001000000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmuleb,1900000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangee,1500000|396000,DE,64498,4000,141,p2sh|p2wpkh,880007,tx,obs-3
2026-03-01T09:09:00.010300+00:00,203.0.113.52,198.51.100.13,41262,8333,f1a7001000000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmuleb,1900000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangee,1500000|396000,NL,64500,4000,141,p2sh|p2wpkh,880007,inv,obs-4
2026-03-01T09:09:00.018100+00:00,203.0.113.72,198.51.100.10,41282,8333,f1a7001000000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmuleb,1900000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangee,1500000|396000,US,64502,4000,141,p2sh|p2wpkh,880007,inv,obs-1
2026-03-01T09:09:00.028700+00:00,192.0.2.11,198.51.100.11,41301,8333,f1a7001000000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqmuleb,1900000,3fixture022222222222222222exchdep1|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqchangee,1500000|396000,SG,64503,4000,141,p2sh|p2wpkh,880007,inv,obs-2
2026-03-01T09:10:00.000000+00:00,203.0.113.61,198.51.100.10,41271,8333,f1a7000200000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqpoolhot,312500000,1fixture0222222222222222222miner01|3fixture0222222222222222222miner02|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer03|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer04|bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer05|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer06,52000000|51000000|50500000|50000000|49500000|59480000,IN,64501,20000,420,p2pkh|p2sh|p2wpkh|p2wsh|p2tr|p2wpkh,880002,inv,obs-1
2026-03-01T09:10:00.000900+00:00,203.0.113.62,198.51.100.11,41272,8333,f1a7000200000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqpoolhot,312500000,1fixture0222222222222222222miner01|3fixture0222222222222222222miner02|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer03|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer04|bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer05|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer06,52000000|51000000|50500000|50000000|49500000|59480000,IN,64501,20000,420,p2pkh|p2sh|p2wpkh|p2wsh|p2tr|p2wpkh,880002,inv,obs-2
2026-03-01T09:10:00.003400+00:00,203.0.113.11,198.51.100.12,41221,8333,f1a7000200000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqpoolhot,312500000,1fixture0222222222222222222miner01|3fixture0222222222222222222miner02|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer03|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer04|bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer05|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer06,52000000|51000000|50500000|50000000|49500000|59480000,IN,64496,20000,420,p2pkh|p2sh|p2wpkh|p2wsh|p2tr|p2wpkh,880002,tx,obs-3
2026-03-01T09:10:00.008800+00:00,203.0.113.31,198.51.100.13,41241,8333,f1a7000200000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqpoolhot,312500000,1fixture0222222222222222222miner01|3fixture0222222222222222222miner02|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer03|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer04|bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer05|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer06,52000000|51000000|50500000|50000000|49500000|59480000,DE,64498,20000,420,p2pkh|p2sh|p2wpkh|p2wsh|p2tr|p2wpkh,880002,inv,obs-4
2026-03-01T09:10:00.014200+00:00,203.0.113.21,198.51.100.10,41231,8333,f1a7000200000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqpoolhot,312500000,1fixture0222222222222222222miner01|3fixture0222222222222222222miner02|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer03|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer04|bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer05|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer06,52000000|51000000|50500000|50000000|49500000|59480000,US,64497,20000,420,p2pkh|p2sh|p2wpkh|p2wsh|p2tr|p2wpkh,880002,inv,obs-1
2026-03-01T09:10:00.021000+00:00,203.0.113.51,198.51.100.11,41261,8333,f1a7000200000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqpoolhot,312500000,1fixture0222222222222222222miner01|3fixture0222222222222222222miner02|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer03|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer04|bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer05|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer06,52000000|51000000|50500000|50000000|49500000|59480000,NL,64500,20000,420,p2pkh|p2sh|p2wpkh|p2wsh|p2tr|p2wpkh,880002,inv,obs-2
2026-03-01T09:10:00.033000+00:00,192.0.2.12,198.51.100.12,41302,8333,f1a7000200000000000000000000000000000000000000000000000000000000,bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqpoolhot,312500000,1fixture0222222222222222222miner01|3fixture0222222222222222222miner02|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer03|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer04|bc1pfixture0qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqminer05|bc1qfixture0qqqqqqqqqqqqqqqqqqqqqqqminer06,52000000|51000000|50500000|50000000|49500000|59480000,SG,64503,20000,420,p2pkh|p2sh|p2wpkh|p2wsh|p2tr|p2wpkh,880002,tx,obs-3
